HotelName,Rating,Website,Phone,Details,Address,ZipCode,City
Super 8 Los Angeles / Alhambra,2,http://www.tripadvisor.com/Hotel_Review-g32655-d235133-Reviews-Super_8_Los_Angeles_Alhambra-Los_Angeles_California.html,,,5350 S Huntington Drive,90032,Los Angeles
Super 8 Canoga Park,2,http://www.tripadvisor.com/Hotel_Review-g32655-d252254-Reviews-Super_8_Canoga_Park-Los_Angeles_California.html,,,7631 Topanga Canyon Blvd,91304,Los Angeles
La Mirage Inn,,http://www.tripadvisor.com/Hotel_Review-g32655-d119464-Reviews-La_Mirage_Inn-Los_Angeles_California.html,,,6020 Franklin Ave.,90028,Los Angeles
Americas Best Value Inn & Suites Granada Hills,2,http://www.tripadvisor.com/Hotel_Review-g32655-d553345-Reviews-Americas_Best_Value_Inn_Suites_Granada_Hills-Los_Angeles_California.html,,,15543 Rinaldi Street,91344,Los Angeles
Extended Stay America - Los Angeles - Northridge,2,http://www.tripadvisor.com/Hotel_Review-g32655-d570515-Reviews-Extended_Stay_America_Los_Angeles_Northridge-Los_Angeles_California.html,,,19325 Londelius St,91324,Los Angeles
Extended Stay America - Los Angeles - Woodland Hills,2,http://www.tripadvisor.com/Hotel_Review-g32655-d226056-Reviews-Extended_Stay_America_Los_Angeles_Woodland_Hills-Los_Angeles_California.html,,,20205 Ventura Boulevard,91364,Los Angeles
Comfort Inn and Suites near Universal Studios,2,http://www.tripadvisor.com/Hotel_Review-g32655-d632541-Reviews-Comfort_Inn_and_Suites_near_Universal_Studios-Los_Angeles_California.html,,,6147 Lankershim Boulevard,91606,Los Angeles
Motel 6 Los Angeles - Hollywood,,http://www.tripadvisor.com/Hotel_Review-g32655-d240151-Reviews-Motel_6_Los_Angeles_Hollywood-Los_Angeles_California.html,,,1738 North Whitley Avenue,90028,Los Angeles
Horizon Inn Motel,,http://www.tripadvisor.com/Hotel_Review-g32655-d3337599-Reviews-Horizon_Inn_Motel-Los_Angeles_California.html,,,1645 Pacific Coast Highway,CA 90710,Los Angeles
Comfort Inn Near Warner Center,2,http://www.tripadvisor.com/Hotel_Review-g32655-d82684-Reviews-Comfort_Inn_Near_Warner_Center-Los_Angeles_California.html,,,20157 Ventura Blvd.,91364,Los Angeles
Comfort Inn Near Universal Studios Hollywood,2,http://www.tripadvisor.com/Hotel_Review-g32655-d84553-Reviews-Comfort_Inn_Near_Universal_Studios_Hollywood-Los_Angeles_California.html,,,321 North Vermont Avenue,90004,Los Angeles
Saharan Motor Hotel,,http://www.tripadvisor.com/Hotel_Review-g32655-d119454-Reviews-Saharan_Motor_Hotel-Los_Angeles_California.html,,,7212 Sunset Blvd.,90046,Los Angeles
Encore Motel,,http://www.tripadvisor.com/Hotel_Review-g32655-d2698092-Reviews-Encore_Motel-Los_Angeles_California.html,,,13432 Washington Boulevard,90291,Los Angeles
Rose Bowl Motel,,http://www.tripadvisor.com/Hotel_Review-g32655-d1488412-Reviews-Rose_Bowl_Motel-Los_Angeles_California.html,,,1529 Colorado Blvd,90041,Los Angeles
Holiday Inn Express Van Nuys,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d82494-Reviews-Holiday_Inn_Express_Van_Nuys-Los_Angeles_California.html,,,8244 Orion Ave,91406,Los Angeles
Super 8 Los Angeles Airport/LAX,2,http://www.tripadvisor.com/Hotel_Review-g32655-d223051-Reviews-Super_8_Los_Angeles_Airport_LAX-Los_Angeles_California.html,,,9250 Airport Blvd.,90045,Los Angeles
Staybridge Suites Chatsworth,3,http://www.tripadvisor.com/Hotel_Review-g32655-d76460-Reviews-Staybridge_Suites_Chatsworth-Los_Angeles_California.html,,,21902 Lassen St.,91311,Los Angeles
Azul Inn,2,http://www.tripadvisor.com/Hotel_Review-g32655-d82633-Reviews-Azul_Inn-Los_Angeles_California.html,,,10740 Santa Monica Boulevard,90025,Los Angeles
Metro Plaza Hotel,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77829-Reviews-Metro_Plaza_Hotel-Los_Angeles_California.html,,,711 North Main Street,90012,Los Angeles
Sportsmen's Lodge Hotel,3,http://www.tripadvisor.com/Hotel_Review-g32655-d78688-Reviews-Sportsmen_s_Lodge_Hotel-Los_Angeles_California.html,,,"12825 Ventura Boulevard, Studio City",91604,Los Angeles
The LA Hotel Downtown,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d113221-Reviews-The_LA_Hotel_Downtown-Los_Angeles_California.html,,,333 S Figueroa St,90071,Los Angeles
Holiday Inn Express - Los Angeles Downtown West,2,http://www.tripadvisor.com/Hotel_Review-g32655-d84286-Reviews-Holiday_Inn_Express_Los_Angeles_Downtown_West-Los_Angeles_California.html,,,611 South Westlake Ave/I-10,90057,Los Angeles
Golden West Manor Motel,,http://www.tripadvisor.com/Hotel_Review-g32655-d1628828-Reviews-Golden_West_Manor_Motel-Los_Angeles_California.html,,,3700 S Western Ave,90018,Los Angeles
Vagabond Inn San Pedro,2,http://www.tripadvisor.com/Hotel_Review-g32655-d81768-Reviews-Vagabond_Inn_San_Pedro-Los_Angeles_California.html,,,215 South Gaffey St.,90731,Los Angeles
Ramada Limited Canoga Park/Warner Center,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d84437-Reviews-Ramada_Limited_Canoga_Park_Warner_Center-Los_Angeles_California.html,,,7126 De Soto Avenue,91303,Los Angeles
Holiday Inn Los Angeles International Airport,3,http://www.tripadvisor.com/Hotel_Review-g32655-d77923-Reviews-Holiday_Inn_Los_Angeles_International_Airport-Los_Angeles_California.html,,,9901 La Cienega Boulevard,90045,Los Angeles
Warner Center Marriott Woodland Hills,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d82689-Reviews-Warner_Center_Marriott_Woodland_Hills-Los_Angeles_California.html,,,21850 Oxnard Street,91367,Los Angeles
BEST WESTERN Hollywood Plaza Inn,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d77247-Reviews-BEST_WESTERN_Hollywood_Plaza_Inn-Los_Angeles_California.html,,,2011 North Highland Ave.,90068-3238,Los Angeles
Travelodge Hollywood-Vermont/Sunset,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77282-Reviews-Travelodge_Hollywood_Vermont_Sunset-Los_Angeles_California.html,,,1401 North Vermont Avenue,90027,Los Angeles
Hollywood City Inn,2,http://www.tripadvisor.com/Hotel_Review-g32655-d502971-Reviews-Hollywood_City_Inn-Los_Angeles_California.html,,,1615 N. Western Ave.,90027-4807,Los Angeles
Vagabond Inn Los Angeles-USC,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77870-Reviews-Vagabond_Inn_Los_Angeles_USC-Los_Angeles_California.html,,,3101 S. Figueroa st,90007,Los Angeles
Comfort Inn Near Hollywood Walk of Fame,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77277-Reviews-Comfort_Inn_Near_Hollywood_Walk_of_Fame-Los_Angeles_California.html,,,7051 Sunset Boulevard,90028,Los Angeles
Hollywood Hotel,3,http://www.tripadvisor.com/Hotel_Review-g32655-d77237-Reviews-Hollywood_Hotel-Los_Angeles_California.html,,,1160 North Vermont Avenue,90029,Los Angeles
O Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d650376-Reviews-O_Hotel-Los_Angeles_California.html,,,819 S. Flower Street,90017,Los Angeles
Beverly Laurel Motor Hotel,2,http://www.tripadvisor.com/Hotel_Review-g32655-d82578-Reviews-Beverly_Laurel_Motor_Hotel-Los_Angeles_California.html,,,8018 Beverly Blvd,90048,Los Angeles
BEST WESTERN Canoga Park Motor Inn,,http://www.tripadvisor.com/Hotel_Review-g32655-d76325-Reviews-BEST_WESTERN_Canoga_Park_Motor_Inn-Los_Angeles_California.html,,,20122 Vanowen Street,91306,Los Angeles
BEST WESTERN Burbank Airport Inn,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d1657336-Reviews-BEST_WESTERN_Burbank_Airport_Inn-Los_Angeles_California.html,,,7615 Lankershim Boulevard,91605-2814,Los Angeles
Studio City Court Yard Hotel,,http://www.tripadvisor.com/Hotel_Review-g32655-d84428-Reviews-Studio_City_Court_Yard_Hotel-Los_Angeles_California.html,,,12933 Ventura Boulevard,91604,Los Angeles
Rodeway Inn Convention Center,2,http://www.tripadvisor.com/Hotel_Review-g32655-d223042-Reviews-Rodeway_Inn_Convention_Center-Los_Angeles_California.html,,,1904 W Olympic Blvd,90006,Los Angeles
Travelodge Hotel at LAX,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77970-Reviews-Travelodge_Hotel_at_LAX-Los_Angeles_California.html,,,5547 W. Century Blvd,90045,Los Angeles
Cadillac Hotel,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d119388-Reviews-Cadillac_Hotel-Los_Angeles_California.html,,,8 Dudley Avenue,90291,Los Angeles
Villa Brasil Motel,,http://www.tripadvisor.com/Hotel_Review-g32655-d657068-Reviews-Villa_Brasil_Motel-Los_Angeles_California.html,,,11740 Washington Blvd.,90066,Los Angeles
The Standard Downtown LA,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d249696-Reviews-The_Standard_Downtown_LA-Los_Angeles_California.html,,,550 S Flower St,90071,Los Angeles
Crowne Plaza Los Angeles International Airport Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d84253-Reviews-Crowne_Plaza_Los_Angeles_International_Airport_Hotel-Los_Angeles_California.html,,,5985 W. Century Blvd,90045,Los Angeles
Clarion Inn,,http://www.tripadvisor.com/Hotel_Review-g32655-d240875-Reviews-Clarion_Inn-Los_Angeles_California.html,,,3241 Cahuenga Boulevard,90068,Los Angeles
San Pedro Inn and Suites Hotel,3,http://www.tripadvisor.com/Hotel_Review-g32655-d81757-Reviews-San_Pedro_Inn_and_Suites_Hotel-Los_Angeles_California.html,,,111 South Gaffey Street,90731,Los Angeles
Wilshire Motel,,http://www.tripadvisor.com/Hotel_Review-g32655-d1528623-Reviews-Wilshire_Motel-Los_Angeles_California.html,,,12023 Wilshire Blvd,90025,Los Angeles
UCLA Guest House,,http://www.tripadvisor.com/Hotel_Review-g32655-d1963681-Reviews-UCLA_Guest_House-Los_Angeles_California.html,,,330 Charles E. Young Drive East,90095-1466,Los Angeles
Miyako Hotel Los Angeles,3,http://www.tripadvisor.com/Hotel_Review-g32655-d223046-Reviews-Miyako_Hotel_Los_Angeles-Los_Angeles_California.html,,,328 East First Street,90012-3902,Los Angeles
BEST WESTERN PLUS Royal Palace Inn & Suites,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d77708-Reviews-BEST_WESTERN_PLUS_Royal_Palace_Inn_Suites-Los_Angeles_California.html,,,2528 South Sepulveda Boulevard,90064,Los Angeles
Park Plaza Lodge Hotel,2,http://www.tripadvisor.com/Hotel_Review-g32655-d630945-Reviews-Park_Plaza_Lodge_Hotel-Los_Angeles_California.html,,,6001 West 3rd Street,90036,Los Angeles
BEST WESTERN PLUS Carriage Inn,3,http://www.tripadvisor.com/Hotel_Review-g32655-d82148-Reviews-BEST_WESTERN_PLUS_Carriage_Inn-Los_Angeles_California.html,,,5525 Sepulveda Boulevard,91411,Los Angeles
La Quinta Inn & Suites LAX,3,http://www.tripadvisor.com/Hotel_Review-g32655-d84182-Reviews-La_Quinta_Inn_Suites_LAX-Los_Angeles_California.html,,,5249 West Century Boulevard,90045,Los Angeles
Hollywood Roosevelt Hotel - A Thompson Hotel,4,http://www.tripadvisor.com/Hotel_Review-g32655-d77274-Reviews-Hollywood_Roosevelt_Hotel_A_Thompson_Hotel-Los_Angeles_California.html,,,7000 Hollywood Boulevard,90028,Los Angeles
The BLVD Hotel & Spa,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d2072559-Reviews-The_BLVD_Hotel_Spa-Los_Angeles_California.html,,,10730 Ventura Blvd,91604,Los Angeles
Hilgard House Hotel,,http://www.tripadvisor.com/Hotel_Review-g32655-d82656-Reviews-Hilgard_House_Hotel-Los_Angeles_California.html,,,927 Hilgard Ave.,90024,Los Angeles
The Westin Los Angeles Airport,4,http://www.tripadvisor.com/Hotel_Review-g32655-d119443-Reviews-The_Westin_Los_Angeles_Airport-Los_Angeles_California.html,,,5400 W. Century Blvd.,90045,Los Angeles
Hilton Los Angeles Airport,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d84167-Reviews-Hilton_Los_Angeles_Airport-Los_Angeles_California.html,,,5711 West Century Boulevard,90045,Los Angeles
Crowne Plaza Los Angeles Harbor Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d81765-Reviews-Crowne_Plaza_Los_Angeles_Harbor_Hotel-Los_Angeles_California.html,,,601 S. Palos Verdes Street,90731,Los Angeles
Custom Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d656235-Reviews-Custom_Hotel-Los_Angeles_California.html,,,8639 Lincoln Blvd,90045,Los Angeles
Holiday Inn Express Los Angeles-LAX Airport,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d77931-Reviews-Holiday_Inn_Express_Los_Angeles_LAX_Airport-Los_Angeles_California.html,,,8620 Airport Boulevard,90045,Los Angeles
The Westin Bonaventure Hotel & Suites,4,http://www.tripadvisor.com/Hotel_Review-g32655-d77874-Reviews-The_Westin_Bonaventure_Hotel_Suites-Los_Angeles_California.html,,,404 South Figueroa Street,90071,Los Angeles
Days Inn Hollywood/Universal Studios,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77256-Reviews-Days_Inn_Hollywood_Universal_Studios-Los_Angeles_California.html,,,7023 Sunset Boulevard,90028,Los Angeles
Tarzana Inn,,http://www.tripadvisor.com/Hotel_Review-g32655-d82318-Reviews-Tarzana_Inn-Los_Angeles_California.html,,,19170 Ventura Boulevard,91356,Los Angeles
Sheraton Universal Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d84422-Reviews-Sheraton_Universal_Hotel-Los_Angeles_California.html,,,333 Universal Hollywood Drive,91608,Los Angeles
Dunes Inn - Sunset,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d77232-Reviews-Dunes_Inn_Sunset-Los_Angeles_California.html,,,5625 Sunset Blvd.,90028,Los Angeles
Beverly Hills Plaza Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d223013-Reviews-Beverly_Hills_Plaza_Hotel-Los_Angeles_California.html,,,10300 Wilshire Blvd,90024,Los Angeles
Coral Sands Motel,2,http://www.tripadvisor.com/Hotel_Review-g32655-d133994-Reviews-Coral_Sands_Motel-Los_Angeles_California.html,,,1730 North Western Ave.,90027,Los Angeles
Crowne Plaza Beverly Hills,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d76061-Reviews-Crowne_Plaza_Beverly_Hills-Los_Angeles_California.html,,,1150 S Beverly Dr,90035,Los Angeles
Hollywood Hills Hotel,,http://www.tripadvisor.com/Hotel_Review-g32655-d272703-Reviews-Hollywood_Hills_Hotel-Los_Angeles_California.html,,,1999 N Sycamore Ave,90068,Los Angeles
Figueroa Hotel,3,http://www.tripadvisor.com/Hotel_Review-g32655-d124956-Reviews-Figueroa_Hotel-Los_Angeles_California.html,,,939 South Figueroa Street,90015,Los Angeles
BEST WESTERN Woodland Hills Inn,3,http://www.tripadvisor.com/Hotel_Review-g32655-d82679-Reviews-BEST_WESTERN_Woodland_Hills_Inn-Los_Angeles_California.html,,,21830 Ventura Blvd.,91364,Los Angeles
Royal Palace Westwood,2,http://www.tripadvisor.com/Hotel_Review-g32655-d82636-Reviews-Royal_Palace_Westwood-Los_Angeles_California.html,,,1052 Tiverton Ave.,90024,Los Angeles
Hampton Inn & Suites Los Angeles/Sherman Oaks,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d673130-Reviews-Hampton_Inn_Suites_Los_Angeles_Sherman_Oaks-Los_Angeles_California.html,,,5638 Sepulveda Blvd,91411,Los Angeles
Los Angeles Airport Marriott,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d78037-Reviews-Los_Angeles_Airport_Marriott-Los_Angeles_California.html,,,5855 West Century Blvd,90045,Los Angeles
W Hollywood,4,http://www.tripadvisor.com/Hotel_Review-g32655-d1456409-Reviews-W_Hollywood-Los_Angeles_California.html,,,6250 Hollywood Blvd,90028,Los Angeles
Courtyard Los Angeles Sherman Oaks,3,http://www.tripadvisor.com/Hotel_Review-g32655-d82150-Reviews-Courtyard_Los_Angeles_Sherman_Oaks-Los_Angeles_California.html,,,15433 Ventura Boulevard,91403,Los Angeles
Hollywood Renaissance Suites,,http://www.tripadvisor.com/Hotel_Review-g32655-d1782807-Reviews-Hollywood_Renaissance_Suites-Los_Angeles_California.html,,,6358 Yucca Street,90028,Los Angeles
Embassy Suites LAX North,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d77917-Reviews-Embassy_Suites_LAX_North-Los_Angeles_California.html,,,9801 Airport Boulevard,90045,Los Angeles
Holiday Inn Express West Los Angeles,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d82650-Reviews-Holiday_Inn_Express_West_Los_Angeles-Los_Angeles_California.html,,,11250 Santa Monica Blvd,90025,Los Angeles
Hyatt Regency Century Plaza,4,http://www.tripadvisor.com/Hotel_Review-g32655-d76442-Reviews-Hyatt_Regency_Century_Plaza-Los_Angeles_California.html,,,2025 Ave of the Stars,90067,Los Angeles
Renaissance Los Angeles Airport Hotel,4,http://www.tripadvisor.com/Hotel_Review-g32655-d77944-Reviews-Renaissance_Los_Angeles_Airport_Hotel-Los_Angeles_California.html,,,9620 Airport Blvd,90045,Los Angeles
Venice Beach Suites & Hotel,2,http://www.tripadvisor.com/Hotel_Review-g32655-d82501-Reviews-Venice_Beach_Suites_Hotel-Los_Angeles_California.html,,,1305 Ocean Front Walk,90291,Los Angeles
Residence Inn by Marriott Beverly Hills,3,http://www.tripadvisor.com/Hotel_Review-g32655-d84453-Reviews-Residence_Inn_by_Marriott_Beverly_Hills-Los_Angeles_California.html,,,1177 South Beverly Drive,90035,Los Angeles
Ramada Chatsworth,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d76458-Reviews-Ramada_Chatsworth-Los_Angeles_California.html,,,21340 Devonshire Street,91311,Los Angeles
BEST WESTERN PLUS Hollywood Hills Hotel,3,http://www.tripadvisor.com/Hotel_Review-g32655-d77243-Reviews-BEST_WESTERN_PLUS_Hollywood_Hills_Hotel-Los_Angeles_California.html,,,6141 Franklin Avenue,90028,Los Angeles
Luxe City Center Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d77787-Reviews-Luxe_City_Center_Hotel-Los_Angeles_California.html,,,1020 South Figueroa Street,90015,Los Angeles
Venice On The Beach Hotel,2,http://www.tripadvisor.com/Hotel_Review-g32655-d507339-Reviews-Venice_On_The_Beach_Hotel-Los_Angeles_California.html,,,2819 Ocean Front Walk,90291,Los Angeles
Sheraton Gateway Los Angeles,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d78046-Reviews-Sheraton_Gateway_Los_Angeles-Los_Angeles_California.html,,,6101 W. Century Blvd,90045,Los Angeles
InterContinental Los Angeles Century City,4,http://www.tripadvisor.com/Hotel_Review-g32655-d638765-Reviews-InterContinental_Los_Angeles_Century_City-Los_Angeles_California.html,,,2151 Avenue of the Stars,90067,Los Angeles
Villa Delle Stelle,,http://www.tripadvisor.com/Hotel_Review-g32655-d621153-Reviews-Villa_Delle_Stelle-Los_Angeles_California.html,,,6087 Harold Way,90028,Los Angeles
Farmer's Daughter Hotel,3,http://www.tripadvisor.com/Hotel_Review-g32655-d119479-Reviews-Farmer_s_Daughter_Hotel-Los_Angeles_California.html,,,115 S. Fairfax Ave.,90036,Los Angeles
Hotel Angeleno,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d84522-Reviews-Hotel_Angeleno-Los_Angeles_California.html,,,170 North Church Lane,90049,Los Angeles
Hilton Los Angeles / Universal City,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d78694-Reviews-Hilton_Los_Angeles_Universal_City-Los_Angeles_California.html,,,555 Universal Hollywood Dr,91608-1001,Los Angeles
SLS Hotel at Beverly Hills,5,http://www.tripadvisor.com/Hotel_Review-g32655-d84463-Reviews-SLS_Hotel_at_Beverly_Hills-Los_Angeles_California.html,,,465 South La Cienega Boulevard,90048,Los Angeles
W Los Angeles - Westwood,4,http://www.tripadvisor.com/Hotel_Review-g32655-d77700-Reviews-W_Los_Angeles_Westwood-Los_Angeles_California.html,,,930 Hilgard Avenue,90024,Los Angeles
Hilton Woodland Hills,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d82686-Reviews-Hilton_Woodland_Hills-Los_Angeles_California.html,,,6360 Canoga Avenue,91367,Los Angeles
Howard Johnson Inn & Suites - Reseda,2,http://www.tripadvisor.com/Hotel_Review-g32655-d84440-Reviews-Howard_Johnson_Inn_Suites_Reseda-Los_Angeles_California.html,,,7432 Reseda Boulevard,91335,Los Angeles
Courtyard Los Angeles LAX/Century Boulevard,3,http://www.tripadvisor.com/Hotel_Review-g32655-d595476-Reviews-Courtyard_Los_Angeles_LAX_Century_Boulevard-Los_Angeles_California.html,,,6161 W Century Boulevard,90045,Los Angeles
Loews Hollywood Hotel,4,http://www.tripadvisor.com/Hotel_Review-g32655-d224168-Reviews-Loews_Hollywood_Hotel-Los_Angeles_California.html,,,1755 N Highland Ave,90028,Los Angeles
Wilshire Crest Hotel,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d274223-Reviews-Wilshire_Crest_Hotel-Los_Angeles_California.html,,,6301 Orange Street,90048,Los Angeles
Beverly Garland's Holiday Inn,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d78682-Reviews-Beverly_Garland_s_Holiday_Inn-Los_Angeles_California.html,,,4222 Vineland Avenue,91602,Los Angeles
Luxe Sunset Boulevard Hotel,4,http://www.tripadvisor.com/Hotel_Review-g32655-d77827-Reviews-Luxe_Sunset_Boulevard_Hotel-Los_Angeles_California.html,,,11461 Sunset Boulevard,90049,Los Angeles
The Los Angeles Athletic Club,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d119421-Reviews-The_Los_Angeles_Athletic_Club-Los_Angeles_California.html,,,431 W. Seventh Street,90014,Los Angeles
Orlando Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d84561-Reviews-Orlando_Hotel-Los_Angeles_California.html,,,8384 West 3rd St,90048,Los Angeles
"Hotel Erwin, a Joie de Vivre hotel",3.5,http://www.tripadvisor.com/Hotel_Review-g32655-d81170-Reviews-Hotel_Erwin_a_Joie_de_Vivre_hotel-Los_Angeles_California.html,,,"1697 Pacific Avenue, Venice Beach",90291,Los Angeles
JW Marriott Hotel Los Angeles at L.A. LIVE,4,http://www.tripadvisor.com/Hotel_Review-g32655-d1100791-Reviews-JW_Marriott_Hotel_Los_Angeles_at_L_A_LIVE-Los_Angeles_California.html,,,900 West Olympic Boulevard,90015,Los Angeles
Holiday Inn Express Hotel & Suites Hollywood Walk of Fame,2.5,http://www.tripadvisor.com/Hotel_Review-g32655-d1049387-Reviews-Holiday_Inn_Express_Hotel_Suites_Hollywood_Walk_of_Fame-Los_Angeles_California.html,,,1921 North Highland Avenue,90068,Los Angeles
Hollywood Orchid Suites,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77270-Reviews-Hollywood_Orchid_Suites-Los_Angeles_California.html,,,1753 Orchid Ave,90028,Los Angeles
Sofitel Los Angeles,4.5,http://www.tripadvisor.com/Hotel_Review-g32655-d76083-Reviews-Sofitel_Los_Angeles-Los_Angeles_California.html,,,8555 Beverly Blvd.,90048,Los Angeles
Hotel Palomar Los Angeles - Westwood - a Kimpton Hotel,4,http://www.tripadvisor.com/Hotel_Review-g32655-d77775-Reviews-Hotel_Palomar_Los_Angeles_Westwood_a_Kimpton_Hotel-Los_Angeles_California.html,,,10740 Wilshire Blvd at Selby Ave,90024,Los Angeles
"The Ritz-Carlton, Los Angeles",5,http://www.tripadvisor.com/Hotel_Review-g32655-d1563899-Reviews-The_Ritz_Carlton_Los_Angeles-Los_Angeles_California.html,,,900 West Olympic Blvd.,90015,Los Angeles
Rodeway Inn & Suites Pacific Coast Highway,2,http://www.tripadvisor.com/Hotel_Review-g32655-d77157-Reviews-Rodeway_Inn_Suites_Pacific_Coast_Highway-Los_Angeles_California.html,,,1665 West Pacific Coast Highway,90710,Los Angeles
Jerry's Motel,,http://www.tripadvisor.com/Hotel_Review-g32655-d1439222-Reviews-Jerry_s_Motel-Los_Angeles_California.html,,,285 Lucas Avenue,90026,Los Angeles
Mr. C Beverly Hills,5,http://www.tripadvisor.com/Hotel_Review-g32655-d2154898-Reviews-Mr_C_Beverly_Hills-Los_Angeles_California.html,,,1224 Beverwill Drive,90035,Los Angeles
The Brentwood Inn,2,http://www.tripadvisor.com/Hotel_Review-g32655-d249693-Reviews-The_Brentwood_Inn-Los_Angeles_California.html,,,12200 W. Sunset Blvd,90049,Los Angeles
Omni Los Angeles at California Plaza,4,http://www.tripadvisor.com/Hotel_Review-g32655-d77804-Reviews-Omni_Los_Angeles_at_California_Plaza-Los_Angeles_California.html,,,251 S Olive St,90012,Los Angeles
Hotel Bel-Air,5,http://www.tripadvisor.com/Hotel_Review-g32655-d111751-Reviews-Hotel_Bel_Air-Los_Angeles_California.html,,,701 Stone Canyon Rd.,90077,Los Angeles
Elan Hotel Los Angeles,3,http://www.tripadvisor.com/Hotel_Review-g32655-d223041-Reviews-Elan_Hotel_Los_Angeles-Los_Angeles_California.html,,,8435 Beverly Blvd,90048,Los Angeles
The Redbury,4,http://www.tripadvisor.com/Hotel_Review-g32655-d1858565-Reviews-The_Redbury-Los_Angeles_California.html,,,1717 Vine Street,90028,Los Angeles
Magic Castle Hotel,3,http://www.tripadvisor.com/Hotel_Review-g32655-d84502-Reviews-Magic_Castle_Hotel-Los_Angeles_California.html,,,7025 Franklin Avenue,90028,Los Angeles
The Mark,5,http://www.tripadvisor.com/Hotel_Review-g60763-d112052-Reviews-The_Mark-New_York_City_New_York.html,,,Madison Avenue at 77th Street,10078,New York City
Andaz Wall Street,4,http://www.tripadvisor.com/Hotel_Review-g60763-d1485961-Reviews-Andaz_Wall_Street-New_York_City_New_York.html,,,75 Wall Street,10005,New York City
The Bryant Park Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,,,40 West 40th Street,10018,New York City
The Nolitan Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g60763-d1746459-Reviews-The_Nolitan_Hotel-New_York_City_New_York.html,,,30 Kenmare Street,10012,New York City
Inn New York City,,http://www.tripadvisor.com/Hotel_Review-g60763-d80092-Reviews-Inn_New_York_City-New_York_City_New_York.html,,,266 West 71st St.,10023,New York City
Greenwich Hotel,4.5,http://www.tripadvisor.com/Hotel_Review-g60763-d1028569-Reviews-Greenwich_Hotel-New_York_City_New_York.html,,,377 Greenwich St.,10013,New York City
Trump SoHo New York,5,http://www.tripadvisor.com/Hotel_Review-g60763-d1456416-Reviews-Trump_SoHo_New_York-New_York_City_New_York.html,,,246 Spring Street,10013,New York City
The French Quarters Guest Apartments,,http://www.tripadvisor.com/Hotel_Review-g60763-d1415127-Reviews-The_French_Quarters_Guest_Apartments-New_York_City_New_York.html,,,346 W. 46th Street,10036,New York City
The Pearl Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60763-d1888977-Reviews-The_Pearl_Hotel-New_York_City_New_York.html,,,233 West 49th Street,10019,New York City
Crosby Street Hotel,4,http://www.tripadvisor.com/Hotel_Review-g60763-d1572980-Reviews-Crosby_Street_Hotel-New_York_City_New_York.html,,,79 Crosby Street,10012,New York City
Distrikt Hotel,3.5,http://www.tripadvisor.com/Hotel_Review-g60763-d1503474-Reviews-Distrikt_Hotel-New_York_City_New_York.html,,,342 West 40th Street,10018,New York City
