RestaurantId,RestaurantName,Rating,Address,Area,Category,Service,ZipCode
162,"Six Seven Restaurant",4,"2411 Alaskan Way, Pier 67, Seattle, WA 98121",0.00,"['American (New)', 'Seafood', 'Cocktail Bars']","['Outdoor dining']",98121
163,"JOEY Kitchen At University Village",4,"2603 NE 46th St, Seattle, WA 98105",0.00,"['American (New)', 'Steakhouses', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",98105
164,"Noi Thai Cuisine",4,"1303 1st Ave, Harbor Steps Building, Seattle, WA 98101",0.00,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",98101
165,"bb.q Chicken and Pub",4,"31515 Pete Von Reichbauer Way S, Ste 101, Federal Way, WA 98003",0.00,"['Korean', 'Chicken Shop', 'Beer Bar']",[],98003
166,"The Pumphouse Bar & Grill",4,"11802 NE 8th St, Bellevue, WA 98005",0.00,"['American (Traditional)', 'Breakfast & Brunch', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98005
167,"Macrina Bakery & Cafe",4,"19215 66th Ave S, Kent, WA 98032",0.00,"['Cafes', 'Bakeries', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",98032
168,"L&L Hawaiian Barbecue",4,"18613 International Blvd, Bldg 3, SeaTac, WA 98188",0.00,"['Hawaiian', 'Barbeque']",['Delivery'],98188
169,"Hui Lau Shan",4,"298 106th Ave NE, Bellevue, WA 98004",0.00,"['Desserts', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",98004
170,"Monster Burger",4,"1703 S 324th St, Ste A, Federal Way, WA 98003",0.00,['Burgers'],"['Delivery', 'Takeout']",98003
171,"Mediterranean Gyro Grill",4,"34024 Hoyt Rd SW, Federal Way, WA 98023",0.00,"['Mediterranean', 'Greek', 'Bars']","['Delivery', 'Takeout']",98023
172,"Sweet Rice",4,"4017 A St SE, Ste 107, Auburn, WA 98002",0.00,"['Laotian', 'Thai']","['Delivery', 'Takeout']",98002
173,"Pike Place Chowder",4,"1530 Post Aly, Ste 11, Seattle, WA 98101",0.00,"['Seafood', 'Soup', 'American (Traditional)']","['Delivery', 'Takeout']",98101
174,"Afghan Cuisine",4,"14320 NE 20th St, Bellevue, WA 98007",0.00,"['Afghan', 'Kebab']",['Delivery'],98007
175,Cortina,4,"621 Union St, Seattle, WA 98101",0.00,['Italian'],"['Outdoor dining']",98101
176,"I Love Sushi on Lake Bellevue",4,"23 Lake Bellevue Dr, Bellevue, WA 98005",0.00,"['Sushi Bars', 'Japanese']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98005
177,Sizzle&Crunch,4,"500 9th Ave N, Ste 150, Seattle, WA 98109",0.00,['Vietnamese'],['Delivery'],98109
178,"Bai Tong Thai Restaurant",4,"16876 Southcenter Pkwy, Tukwila, WA 98188",0.00,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",98188
179,"Champagne Diner",4,"945 Elliott Ave W, Ste 201, Seattle, WA 98119",0.00,"['Cocktail Bars', 'Diners']","['Proof of vaccination required', 'Delivery', 'Takeout']",98119
180,"47 North Bar + Bistro",4,"10777 NE 10th St., Bellevue, WA 98004",0.00,"['American (New)']","['Delivery', 'Takeout']",98004
181,"Sweet Rice",4,"4017 A St SE, Ste 107, Auburn, WA 98002",0.00,"['Laotian', 'Thai']","['Delivery', 'Takeout']",98002
182,"Pho Fusion & Grill",4,"2310 SW 336th St, Federal Way, WA 98023",0.00,"['Vietnamese', 'Noodles', 'Asian Fusion']","['Delivery', 'Takeout']",98023
183,"Local 360",4,"2234 1st Ave, Seattle, WA 98121",0.00,"['American (New)', 'Cocktail Bars']",['Takeout'],98121
184,LifeCafe,4,"11111 NE 8th St, Bellevue, WA 98004",0.00,"['Juice Bars & Smoothies', 'Breakfast & Brunch', 'American (Traditional)']","['Delivery', 'Takeout']",98004
185,"Reunion Malaysian Cafe + Kitchen",4,"339 Kirkland Ave, Kirkland, WA 98033",0.00,"['Malaysian', 'Desserts']","['Delivery', 'Takeout']",98033
186,"Exit 5 Korean BBQ",4,"911 N 10th Pl, Ste D, Renton, WA 98057",0.00,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",98057
187,"Arashi Ramen",4,"17045 Southcenter Pkwy, Tukwila, WA 98188",0.00,"['Ramen', 'Noodles', 'Izakaya']","['Outdoor dining', 'Delivery', 'Takeout']",98188
188,"Novilhos Brazilian Steak House",4,"12405 SE 38th St, Bellevue, WA 98006",0.00,"['Steakhouses', 'Brazilian']","['Delivery', 'Takeout']",98006
189,Smith,4,"332 15th Ave E, Seattle, WA 98112",0.00,"['Bars', 'American (New)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",98112
190,"Stone Korean Restaurant",4,"16857 Redmond Way, Redmond, WA 98052",0.00,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",98052
191,"Stone Korean Restaurant",4,"900 Dexter Ave N, Seattle, WA 98109",0.00,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",98109
192,Alhamdani,4,"10603 SE 240th St, Kent, WA 98031",0.00,"['Desserts', 'Middle Eastern']",[],98031
193,"Wild Ginger",4,"2202B 8th Ave, Seattle, WA 98121",0.00,"['Asian Fusion', 'Bars', 'Malaysian']","['Delivery', 'Takeout']",98121
194,"Sidestreet Kitchen & Bar",4,"717 SW 148th St, Burien, WA 98166",0.00,"['Bars', 'American (New)']","['Delivery', 'Takeout']",98166
195,"Local 360",4,"2234 1st Ave, Seattle, WA 98121",0.00,"['American (New)', 'Cocktail Bars']",['Takeout'],98121
196,"Din Tai Fung",4,"181 Southcenter Mall, Tukwila, WA 98188",0.00,"['Taiwanese', 'Dim Sum', 'Shanghainese']","['Delivery', 'Takeout']",98188
197,"So Moon Nan Jib",4,"33324 Pacific Hwy S, Ste 203, Federal Way, WA 98003",0.00,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",98003
198,Smith,4,"332 15th Ave E, Seattle, WA 98112",0.00,"['Bars', 'American (New)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",98112
199,"Cactus Restaurants",4,"121 Park Ln, Kirkland, WA 98033",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98033
200,"Cactus Restaurants",4,"535 Bellevue Sq, Bellevue, WA 98004",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98004
201,"Herb & Bitter Public House",4,"516 Broadway E, Seattle, WA 98102",0.00,"['Tapas/Small Plates', 'Cocktail Bars', 'Salad']","['Outdoor dining', 'Takeout']",98102
202,"El Rinconsito - Bellevue",4,"2255 140th Ne Ave, Ste A, Bellevue, WA 98005",0.00,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",98005
203,"Banh Mi Station",4,"17348 Southcenter Pkwy, Ste 105, Tukwila, WA 98188",0.00,"['Bakeries', 'Sandwiches', 'Vietnamese']","['Opened 3 months ago', 'Outdoor dining', 'Delivery', 'Takeout']",98188
204,"Portage Bay Cafe - Roosevelt",4,"4130 Roosevelt Way NE, Seattle, WA 98105",0.00,"['American (New)', 'Breakfast & Brunch', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",98105
205,"Biscuit Bitch",4,"1909 1st Ave, Seattle, WA 98101",0.00,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']","['Outdoor dining', 'Delivery', 'Takeout']",98101
206,"Biscuit Bitch",4,"2303 3rd Ave, Seattle, WA 98121",0.00,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']","['Outdoor dining', 'Delivery', 'Takeout']",98121
207,Tanoor,4,"22610 SE 4th St, Ste 400, Sammamish, WA 98974",0.00,"['Lebanese', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",98974
208,Tanoor,4,"803 Dexter Ave N, Seattle, WA 98109",0.00,"['Lebanese', 'Mediterranean', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",98109
209,2120,4,"2120 6th Ave, Seattle, WA 98121",0.00,"['American (New)', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98121
210,"The French Bakery",4,"219 Kirkland Ave, ste 102, Kirkland, WA 98033",0.00,"['Bakeries', 'Coffee & Tea', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",98033
211,"The French Bakery",4,"909 112th Ave NE, Ste 106, Bellevue, WA 98004",0.00,"['Bakeries', 'Coffee & Tea', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",98004
212,"Sweet Rice",4,"4017 A St SE, Ste 107, Auburn, WA 98002",0.00,"['Laotian', 'Thai']","['Delivery', 'Takeout']",98002
213,"Mercato Stellina Pizzeria",4,"10000 Main St, Ste 104, Bellevue, WA 98004",0.00,"['Wine Bars', 'Pizza']","['Outdoor dining', 'Delivery', 'Takeout']",98004
214,"Katsu Burger",4,"22618 WA-99, Ste 110, Edmonds, WA 98026",0.00,"['Japanese', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98026
215,"Katsu Burger",4,"3333 184th St SW, Ste B, Lynnwood, WA 98037",0.00,"['Japanese', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98037
216,Ironsteak,4,"16114 NE 87th St, Redmond, WA 98052",0.00,"['Steakhouses', 'Teppanyaki']","['Outdoor dining', 'Delivery', 'Takeout']",98052
217,"Ben Paris",4,"130 Pike St, Seattle, WA 98101",0.00,"['American (New)', 'Cocktail Bars', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",98101
218,Momiji,4,"1522 12th Ave, Seattle, WA 98122",0.00,"['Japanese', 'Sushi Bars', 'Asian Fusion']","['Outdoor dining', 'Delivery', 'Takeout']",98122
219,"Tipsy Cow Burger Bar - Redmond",4,"16325 Cleveland St, Redmond, WA 98052",0.00,"['Burgers', 'Bars']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98052
220,"Katsu Burger",4,"22618 WA-99, Ste 110, Edmonds, WA 98026",0.00,"['Japanese', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98026
221,"Katsu Burger",4,"3333 184th St SW, Ste B, Lynnwood, WA 98037",0.00,"['Japanese', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98037
222,"Herb & Bitter Public House",4,"516 Broadway E, Seattle, WA 98102",0.00,"['Tapas/Small Plates', 'Cocktail Bars', 'Salad']","['Outdoor dining', 'Takeout']",98102
223,"The Hart and The Hunter",4,"111 Pine St, Seattle, WA 98101",0.00,"['Southern', 'Breakfast & Brunch', 'Cocktail Bars']","['Delivery', 'Takeout']",98101
224,"Dough Zone - Renton",4,"800 N 10th Pl, Ste A, Renton, WA 98057",0.00,"['Dim Sum', 'Noodles', 'Shanghainese']","['Live wait time: 5 - 15 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98057
225,"Katsu Burger",4,"3333 184th St SW, Ste B, Lynnwood, WA 98037",0.00,"['Burgers', 'Fast Food', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",98037
226,"Katsu Burger",4,"22618 WA-99, Ste 110, Edmonds, WA 98026",0.00,"['Burgers', 'Fast Food', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",98026
227,Chick-fil-A,4,"32025 Pacific Hwy S, Federal Way, WA 98003",0.00,"['Fast Food']","['Delivery', 'Takeout']",98003
228,"Cafe Flora",4,"2901 E Madison St, Seattle, WA 98112",0.00,"['Vegetarian', 'Vegan', 'Gluten-Free']","['Outdoor dining', 'Delivery', 'Takeout']",98112
229,Chick-fil-A,4,"12801 Aurora Ave N, Seattle, WA 98133",0.00,"['Fast Food']","['Delivery', 'Takeout']",98133
230,"Buddha Bruddah",4,"2201 Rainier Ave S, Seattle, WA 98144",0.00,"['Asian Fusion', 'Thai', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",98144
231,"Cafe Flora",4,"2901 E Madison St, Seattle, WA 98112",0.00,"['Vegetarian', 'Vegan', 'Gluten-Free']","['Outdoor dining', 'Delivery', 'Takeout']",98112
232,"Alaskan Dumplings",4,"23852 SE Kent Kangley Rd, Maple Valley, WA 98038",0.00,['Russian'],"['Outdoor dining', 'Delivery', 'Takeout']",98038
233,"Rafiki Restaurant & Lounge",4,"226 1st Ave S, Kent, WA 98032",0.00,"['Lounges', 'African']","['Outdoor dining', 'Takeout']",98032
234,"Gan Bei",4,"670 S Weller St, Seattle, WA 98104",0.00,"['Comfort Food', 'Asian Fusion', 'Hong Kong Style Cafe']","['Outdoor dining', 'Delivery', 'Takeout']",98104
235,"Sweet Notes Cafe",4,"12966 SE Kent-Kangley Rd, Kent, WA 98030",0.00,['Cafes'],"['Delivery', 'Takeout']",98030
236,"Gyros House",4,"1945 S Commons, The Commons At Federal Way, Federal Way, WA 98003",0.00,"['Greek', 'Mediterranean']",['Delivery'],98003
237,"Boiling Point",4,"22001 Hwy 99, Ste 100, Edmonds, WA 98026",0.00,"['Taiwanese', 'Hot Pot', 'Comfort Food']","['Delivery', 'Takeout']",98026
238,"Tropea Ristorante Italiano",4,"16156 NE 87th St, Redmond, WA 98052",0.00,"['Italian', 'Pizza']",['Takeout'],98052
239,"Ting Tong Thai Cafe",4,"20910 108th Ave SE, Kent, WA 98031",0.00,['Thai'],"['Delivery', 'Takeout']",98031
240,"Ishtar Greek & Mediterranean Cuisine",4,"421 Central Ave S, Kent, WA 98032",0.00,"['Mediterranean', 'Greek', 'Caterers']",['Delivery'],98032
241,"La Herradura Taqueria y Pupuseria",4,"2322 SW 336th St, Federal Way, WA 98023",0.00,"['Mexican', 'Salvadoran']","['Outdoor dining', 'Delivery', 'Takeout']",98023
242,"Buddha Bruddah",4,"2201 Rainier Ave S, Seattle, WA 98144",0.00,"['Asian Fusion', 'Thai', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",98144
243,"Pho Quynh",4,"31434 Pacific Hwy S, Federal Way, WA 98003",0.00,"['Vietnamese', 'Noodles', 'Soup']","['Delivery', 'Takeout']",98003
244,"Toulouse Petit Kitchen & Lounge",4,"601 Queen Anne Ave N, Seattle, WA 98109",0.00,"['Breakfast & Brunch', 'American (New)', 'Seafood']","['Delivery', 'Takeout']",98109
245,"Exit 5 Korean BBQ",4,"911 N 10th Pl, Ste D, Renton, WA 98057",0.00,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",98057
246,"Poké Bar",4,"21110 84th Ave S, Unit 103, Kent, WA 98032",0.00,"['Hawaiian', 'Poke']","['Delivery', 'Takeout']",98032
247,"Spring Kitchen - Kent Station",4,"208 W Kent Station St, Ste 104, Kent, WA 98032",0.00,"['Vietnamese', 'Japanese', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",98032
248,"Sharps Roasthouse",4,"18427 International Blvd, Seattle, WA 98188",0.00,"['American (Traditional)', 'Barbeque', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98188
249,"Shibu Ramen",4,"9733 NE 117th Ln, Kirkland, WA 98034",0.00,"['Ramen', 'Noodles']","['Delivery', 'Takeout']",98034
250,Baegopa,4,"509 7th Ave S, Seattle, WA 98104",0.00,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",98104
251,"Sushi Joa",4,"2717 78th Ave SE, Mercer Island, WA 98040",0.00,"['Sushi Bars', 'Japanese', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",98040
252,"Famous Kitchen",4,"1802 12th Ave NW, Ste C, Issaquah, WA 98027",0.00,"['Barbeque', 'Cantonese']","['Outdoor dining', 'Delivery', 'Takeout']",98027
253,"Triumph Valley",4,"3750 E Valley Rd, Renton, WA 98057",0.00,"['Dim Sum', 'Hot Pot', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98057
254,"Mama Dough",4,"18230 E Valley Hwy, Ste 156, Kent, WA 98032",0.00,"['Chinese', 'Noodles', 'Soup']","['Delivery', 'Takeout']",98032
255,"How to Cook a Wolf",4,"4200 E Madison St, Seattle, WA 98112",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98112
256,"How To Cook a Wolf",4,"2208 Queen Anne Ave N, Seattle, WA 98109",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98109
257,"Saigon Soul Vietnamese Restaurant",4,"24202 104th Ave SE, Kent, WA 98030",0.00,"['Vietnamese', 'Noodles', 'Soup']","['Delivery', 'Takeout']",98030
258,"Aces Cafe - Alano Club Of The Eastside",4,"12302 NE 8th St, Bellevue, WA 98005",0.00,"['American (New)', 'Breakfast & Brunch']",[],98005
259,"Triumph Valley",4,"3750 E Valley Rd, Renton, WA 98057",0.00,"['Dim Sum', 'Hot Pot', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98057
260,"Bungalow at Juanita Beach",4,"9714 NE Juanita Dr, Kirkland, WA 98034",0.00,"['Bars', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",98034
261,"Cactus Restaurants",4,"121 Park Ln, Kirkland, WA 98033",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98033
262,"Cactus Restaurants",4,"535 Bellevue Sq, Bellevue, WA 98004",0.00,"['Tex-Mex', 'Mexican', 'New Mexican Cuisine']","['Live wait time: 0 mins', 'Outdoor dining', 'Delivery', 'Takeout']",98004
263,egghole,4,"229 Washington Ave N, Kent, WA 98032",0.00,"['Breakfast & Brunch', 'Beer Bar', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",98032
264,"Cinque Terre Ristorante",4,"2001 Westlake Ave, Seattle, WA 98121",0.00,"['Italian', 'Seafood', 'Pizza']","['Outdoor dining', 'Takeout']",98121
265,"Bottle & Bull",4,"105 Lake St S, Kirkland, WA 98033",0.00,"['Bars', 'Spanish', 'French']","['Delivery', 'Takeout']",98033
266,"Son of A Butcher",4,"2236 Eastlake Ave E, Seattle, WA 98102",0.00,"['Korean', 'Barbeque']","['Delivery', 'Takeout']",98102
267,"Flame Burger Plus",4,"2125 SW 356th St, Ste D, Federal Way, WA 98422",0.00,['Burgers'],"['Outdoor dining', 'Delivery', 'Takeout']",98422
268,"Isarn Thai Soul Kitchen",4,"18530 33rd Ave W, Ste B, Lynnwood, WA 98037",0.00,"['Thai', 'Cocktail Bars', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",98037
269,"Café Hagen",4,"1252 Thomas St, Seattle, WA 98109",0.00,"['Scandinavian', 'Cafes']","['Outdoor dining']",98109
270,"Little Brother",4,"456 Central Way, Kirkland, WA 98033",0.00,"['American (New)', 'Tacos']","['Outdoor dining', 'Delivery', 'Takeout']",98033
271,"Shi Qu Restaurant",4,"22315 Hwy 99, Ste L, Edmonds, WA 98026",0.00,['Chinese'],['Delivery'],98026
272,"Reunion Malaysian Cafe + Kitchen",4,"339 Kirkland Ave, Kirkland, WA 98033",0.00,"['Malaysian', 'Desserts']","['Delivery', 'Takeout']",98033
273,Izumi,4,"12539 116th Ave NE, Kirkland, WA 98034",0.00,"['Sushi Bars', 'Japanese']","['Delivery', 'Takeout']",98034
274,"Hollywood Tavern",4,"14501 Woodinville-Redmond Rd, Woodinville, WA 98072",0.00,"['Bars', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",98072
275,Baegopa,4,"509 7th Ave S, Seattle, WA 98104",0.00,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",98104
276,"Ristorante Paradiso",4,"120 Park Ln, Ste A, Kirkland, WA 98033",0.00,['Italian'],"['Delivery', 'Takeout']",98033
277,Baegopa,4,"509 7th Ave S, Seattle, WA 98104",0.00,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",98104
278,"Star Poke",4,"19926 Aurora Ave N, Shoreline, WA 98133",0.00,"['Poke', 'Hawaiian']","['Delivery', 'Takeout']",98133
279,Woodblock,4,"16175 Cleveland St, Ste 109, Redmond, WA 98052",0.00,"['Cocktail Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98052
280,"MOD Pizza",4,"417 Ramsay Way, Kent, WA 98032",0.00,"['Pizza', 'Fast Food']","['Delivery', 'Takeout']",98032
281,"Yummy Teriyaki & Fried Chicken",4,"9808 Edmonds Way, Edmonds, WA 98020",0.00,['Korean'],['Takeout'],98020
282,"Mediterranean Kitchen",4,"103 Bellevue Way NE, Ste 103, Bellevue, WA 98004",0.00,"['Mediterranean', 'Lebanese']","['Outdoor dining', 'Delivery', 'Takeout']",98004
283,"Mediterranean Kitchen",4,"103 Bellevue Way NE, Ste 103, Bellevue, WA 98004",0.00,"['Mediterranean', 'Lebanese']","['Outdoor dining', 'Delivery', 'Takeout']",98004
284,Alibertos,4,"5602 232nd St SW, Ste 101, Mountlake Terrace, WA 98043",0.00,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",98043
285,"Vinifera Wine Bar & Bistro",4,"18 Auburn Way S, Auburn, WA 98002",0.00,"['Wine Bars', 'American (New)', 'Cocktail Bars']","['Outdoor dining', 'Takeout']",98002
286,"Purple Cafe and Wine Bar",4,"14459 Woodinville Redmond Rd NE, Woodinville, WA 98072",0.00,"['American (New)', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98072
287,"Purple Café and Wine Bar",4,"1225 4th Ave, Seattle, WA 98101",0.00,"['American (New)', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98101
288,"Stack 571 Burger & Whiskey Bar",4,"9924 NE 185th St, Ste 101, Bothell, WA 98011",0.00,"['Burgers', 'Whiskey Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98011
289,Ironsteak,4,"16114 NE 87th St, Redmond, WA 98052",0.00,"['Steakhouses', 'Teppanyaki']","['Outdoor dining', 'Delivery', 'Takeout']",98052
290,"Rasai Indian",4,"473 N 36th St, Seattle, WA 98103",0.00,['Indian'],"['Outdoor dining', 'Delivery', 'Takeout']",98103
291,"Santa Fe Mexican Grill & Cantina",4,"630 NW Richmond Beach Rd, Seattle, WA 98177",0.00,"['Mexican', 'Beer Bar', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98177
292,Tsukushinbo,4,"515 S Main St, Seattle, WA 98104",0.00,"['Japanese', 'Sushi Bars', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",98104
293,"Just Poke",4,"15224 Main St, Ste 101, Mill Creek, WA 98012",0.00,"['Poke', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",98012
294,"Just Poké",4,"117 Kirkland Ave, Ste 117, Kirkland, WA 98033",0.00,"['Poke', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",98033
295,"How to Cook a Wolf",4,"4200 E Madison St, Seattle, WA 98112",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98112
296,"How To Cook a Wolf",4,"2208 Queen Anne Ave N, Seattle, WA 98109",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98109
297,"Plantiful Superfoods",4,"425 Urban Plz, Ste 245, Kirkland, WA 98033",0.00,"['Vegan', 'Vegetarian', 'Acai Bowls']","['Delivery', 'Takeout']",98033
298,"Stone Korean Restaurant",4,"16857 Redmond Way, Redmond, WA 98052",0.00,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",98052
299,"Stone Korean Restaurant",4,"900 Dexter Ave N, Seattle, WA 98109",0.00,"['Korean', 'Asian Fusion']","['Delivery', 'Takeout']",98109
300,Musashi’s,4,"2200 W Meeker St, Ste Y-104, Kent, WA 98032",0.00,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98032
301,Musashi’s,4,"7405 168th Ave NE, Ste 150, Redmond, WA 98052",0.00,"['Japanese', 'Sushi Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98052
302,Citizen,4,"706 Taylor Ave N, Seattle, WA 98109",0.00,"['Creperies', 'Coffee & Tea', 'Breakfast & Brunch']","['Outdoor dining', 'Takeout']",98109
303,"Amaro Bistro",4,"18333 Bothell Way NE, Ste 105, Bothell, WA 98011",0.00,"['Italian', 'Pizza', 'Wine Bars']","['Delivery', 'Takeout']",98011
304,"The Butcher Shop Cafe",4,"15022 Juanita Dr NE, Kenmore, WA 98028",0.00,"['Meat Shops', 'Cafes', 'Butcher']","['Outdoor dining', 'Delivery', 'Takeout']",98028
305,"Amaro Bistro",4,"18333 Bothell Way NE, Ste 105, Bothell, WA 98011",0.00,"['Italian', 'Pizza', 'Wine Bars']","['Delivery', 'Takeout']",98011
306,"Harbor City Restaurant",4,"707 S King St, Seattle, WA 98104",0.00,"['Barbeque', 'Dim Sum', 'Cantonese']","['Delivery', 'Takeout']",98104
307,Chick-fil-A,4,"12801 Aurora Ave N, Seattle, WA 98133",0.00,"['Fast Food']","['Outdoor dining', 'Delivery', 'Takeout']",98133
308,Shawarmaniac,4,"11510 124th Ave NE, Kirkland, WA 98033",0.00,"['Lebanese', 'Falafel', 'Halal']","['Delivery', 'Takeout']",98033
309,Shaburina,4,"2720 152nd Ave NE, Ste 130, Redmond, WA 98052",0.00,"['Buffets', 'Hot Pot', 'Japanese']","['Waitlist opens at 5:00 pm', 'Delivery', 'Takeout']",98052
310,Shaburina,4,"2720 152nd Ave NE, Ste 130, Redmond, WA 98052",0.00,"['Buffets', 'Hot Pot', 'Japanese']","['Waitlist opens at 5:00 pm', 'Delivery', 'Takeout']",98052
311,Chick-fil-A,4,"32025 Pacific Hwy S, Federal Way, WA 98003",0.00,"['Fast Food']","['Outdoor dining', 'Delivery', 'Takeout']",98003
312,"Afghan Choopan Restaurant",4,"17121 Bothell Way NE, Bothell, WA 98011",0.00,['Afghan'],"['Outdoor dining', 'Delivery', 'Takeout']",98011
313,"Woodinville Cafe",4,"14170 NE Woodinville Duvall Rd, Woodinville, WA 98072",0.00,"['Breakfast & Brunch', 'American (Traditional)', 'Diners']","['Outdoor dining', 'Delivery', 'Takeout']",98072
314,"Afghan Choopan Restaurant",4,"17121 Bothell Way NE, Bothell, WA 98011",0.00,['Afghan'],"['Outdoor dining', 'Delivery', 'Takeout']",98011
315,"Facing East",4,"1075 Bellevue Way NE, Ste B-2, Bellevue, WA 98004",0.00,"['Chinese', 'Taiwanese']","['Delivery', 'Takeout']",98004
316,"Shabu Shabu Kyoto Japanese Restaurant",4,"627 156th Ave SE, Bellevue, WA 98007",0.00,"['Japanese', 'Hot Pot', 'Do-It-Yourself Food', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",98007
317,Tavolàta,4,"2323 2nd Ave, Seattle, WA 98121",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98121
318,"Super Six",4,"3714 S Hudson St, Seattle, WA 98118",0.00,"['Asian Fusion', 'Hawaiian', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",98118
319,"Castilla Restaurant and Tapas Bar",4,"504 Bellevue Square, Bellevue, WA 98004",0.00,"['Spanish', 'Tapas Bars', 'Cocktail Bars']","['Delivery', 'Takeout']",98004
320,Tavolàta,4,"501 E Pike St, Seattle, WA 98122",0.00,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",98122
321,"B Thai",4,"7528 196th St SW, Lynnwood, WA 98036",0.00,['Thai'],"['Delivery', 'Takeout']",98036
322,"Aria Food & Bakery",4,"12033 124th Ave NE, Kirkland, WA 98034",0.00,"['Bakeries', 'Persian/Iranian', 'Pizza']",['Takeout'],98034
